Datum,TN,TX,RR,TX transformed,TN transformed
2019-07-20,13.6,30.8,19.1,1.5097592302437044,1.5097592302437044
2019-07-21,16.1,25.9,0.0,0.8728406149476303,0.8728406149476303
2019-07-22,14.0,24.4,0.0,0.710599630511171,0.710599630511171
2019-07-23,15.9,29.9,0.0,1.3747335387188144,1.3747335387188144
2019-07-24,16.1,32.0,0.0,1.7102426115560658,1.7102426115560658
2019-07-25,17.2,32.9,0.0,1.8812045295799813,1.8812045295799813
2019-07-26,18.8,30.7,0.0,1.4941833231310762,1.4941833231310762
2019-07-27,18.9,28.4,0.0,1.1710849374811003,1.1710849374811003
2019-07-28,17.8,30.7,0.0,1.4941833231310762,1.4941833231310762
2019-07-29,20.3,33.3,1.1,1.9646022820674647,1.9646022820674647
2019-07-30,18.5,26.0,0.0,0.8840298696559332,0.8840298696559332
2019-07-31,15.0,23.3,23.2,0.5971831922982014,0.5971831922982014
2019-08-01,14.2,24.4,0.3,0.710599630511171,0.710599630511171
2019-08-02,13.0,25.3,8.5,0.8067443582836507,0.8067443582836507
2019-08-03,14.4,25.6,0.0,0.8395758142932932,0.8395758142932932
2019-08-04,13.3,23.9,0.0,0.6585416513824693,0.6585416513824693
2019-08-05,12.2,24.3,0.0,0.7001158498760385,0.7001158498760385
2019-08-06,15.5,28.3,1.0,1.1582846201545072,1.1582846201545072
2019-08-07,16.0,25.3,5.5,0.8067443582836507,0.8067443582836507
2019-08-08,13.7,26.1,0.0,0.8952713646500796,0.8952713646500796
2019-08-09,12.2,27.5,0.0,1.0587907944814379,1.0587907944814379
2019-08-10,18.5,28.1,0.0,1.1329370312091847,1.1329370312091847
2019-08-11,14.8,28.6,0.0,1.1969481893889713,1.1969481893889713
2019-08-12,16.1,22.9,0.0,0.5568823010397622,0.5568823010397622
2019-08-13,11.5,22.1,0.0,0.47755083488111844,0.47755083488111844
2019-08-14,10.4,22.0,0.0,0.46774203762967875,0.46774203762967875
2019-08-15,9.7,22.6,0.1,0.526945005645874,0.526945005645874
2019-08-16,12.4,23.2,0.0,0.5870649037737093,0.5870649037737093
2019-08-17,11.9,27.7,0.3,1.0832036633152646,1.0832036633152646
2019-08-18,16.6,26.5,10.4,0.9407817518824506,0.9407817518824506
2019-08-19,12.4,23.8,0.0,0.6482346238791223,0.6482346238791223
2019-08-20,10.7,24.2,0.5,0.6896689161836205,0.6896689161836205
2019-08-21,11.1,23.1,0.0,0.5769757487979036,0.5769757487979036
2019-08-22,9.4,26.3,0.0,0.9179154276011571,0.9179154276011571
2019-08-23,11.3,28.0,0.0,1.1203860882176704,1.1203860882176704
2019-08-24,12.6,29.1,0.0,1.2632342683626632,1.2632342683626632
2019-08-25,18.7,31.2,0.0,1.5736706885754699,1.5736706885754699
2019-08-26,16.8,31.7,1.6,1.6575377072285116,1.6575377072285116
2019-08-27,17.2,31.4,0.0,1.6066562694722228,1.6066562694722228
2019-08-28,17.7,33.4,0.0,1.9862924865009985,1.9862924865009985
2019-08-29,16.3,30.0,0.0,1.3891971207778515,1.3891971207778515
2019-08-30,19.5,29.9,0.0,1.3747335387188144,1.3747335387188144
2019-08-31,18.0,33.4,0.0,1.9862924865009985,1.9862924865009985
2019-09-01,16.2,29.6,0.0,1.3320728069532515,1.3320728069532515
2019-09-02,9.9,21.6,0.0,0.4287219702724316,0.4287219702724316
2019-09-03,8.1,20.9,0.0,0.3611845344447072,0.3611845344447072
2019-09-04,13.0,26.7,0.3,0.9638796946979528,0.9638796946979528
2019-09-05,11.8,21.8,0.0,0.44819005277450574,0.44819005277450574
2019-09-06,7.9,20.5,0.0,0.3229638865964207,0.3229638865964207
2019-09-07,6.4,20.0,0.0,0.2755115368315257,0.2755115368315257
2019-09-08,11.6,20.7,1.7,0.34204328167066805,0.34204328167066805
2019-09-09,11.7,14.8,15.7,-0.20958048476658928,-0.20958048476658928
2019-09-10,8.7,19.5,0.0,0.22836549529536124,0.22836549529536124
2019-09-11,6.3,22.5,0.7,0.5170175940139116,0.5170175940139116
2019-09-12,13.3,22.0,0.0,0.46774203762967875,0.46774203762967875
2019-09-13,9.4,22.3,0.0,0.4972367797040945,0.4972367797040945
2019-09-14,6.9,18.6,0.0,0.14410034397375687,0.14410034397375687
2019-09-15,6.7,23.2,0.2,0.5870649037737093,0.5870649037737093
2019-09-16,12.1,15.8,0.3,-0.11613964991265345,-0.11613964991265345
2019-09-17,8.9,15.3,1.8,-0.16277142287116536,-0.16277142287116536
2019-09-18,7.3,16.3,0.0,-0.06963369175880088,-0.06963369175880088
2019-09-19,5.2,16.0,0.0,-0.09752502013387773,-0.09752502013387773
2019-09-20,3.9,16.4,0.0,-0.06034312990746863,-0.06034312990746863
2019-09-21,5.1,21.2,0.0,0.3900207856806905,0.3900207856806905
2019-09-22,6.6,25.2,0.0,0.795892338851788,0.795892338851788
2019-09-23,7.7,23.0,0.0,0.5669150904170341,0.5669150904170341
2019-09-24,12.2,18.9,0.0,0.17211738661971254,0.17211738661971254
2019-09-25,10.1,16.9,1.7,-0.013921338518608233,-0.013921338518608233
2019-09-26,8.2,20.3,0.1,0.3039425933235612,0.3039425933235612
2019-09-27,10.6,16.7,12.5,-0.03248545514448831,-0.03248545514448831
2019-09-28,10.9,18.6,9.0,0.14410034397375687,0.14410034397375687
2019-09-29,11.2,16.4,8.0,-0.06034312990746863,-0.06034312990746863
2019-09-30,10.2,16.8,3.8,-0.02320289707966387,-0.02320289707966387
2019-10-01,10.0,16.8,14.5,-0.02320289707966387,-0.02320289707966387
2019-10-02,6.5,13.1,1.9,-0.37077955012027436,-0.37077955012027436
2019-10-03,6.1,12.4,0.6,-0.4384457888380237,-0.4384457888380237
2019-10-04,4.1,11.2,14.3,-0.5568823010397621,-0.5568823010397621
2019-10-05,4.1,11.9,0.1,-0.4873822305760514,-0.4873822305760514
2019-10-06,1.5,12.9,0.0,-0.3900207856806909,-0.3900207856806909
2019-10-07,0.1,12.1,0.0,-0.46774203762967903,-0.46774203762967903
2019-10-08,3.6,12.9,2.4,-0.3900207856806909,-0.3900207856806909
2019-10-09,8.7,15.7,2.7,-0.12545430615303496,-0.12545430615303496
2019-10-10,8.6,14.8,1.0,-0.20958048476658928,-0.20958048476658928
2019-10-11,8.8,15.6,1.1,-0.13477440086411954,-0.13477440086411954
2019-10-12,11.5,20.1,0.0,0.2849757108540383,0.2849757108540383
2019-10-13,11.8,24.2,0.0,0.6896689161836205,0.6896689161836205
2019-10-14,13.2,22.5,0.0,0.5170175940139116,0.5170175940139116
2019-10-15,10.3,22.0,0.0,0.46774203762967875,0.46774203762967875
2019-10-16,8.4,14.2,6.3,-0.26605960843861537,-0.26605960843861537
2019-10-17,11.3,17.6,0.6,0.05105517080028417,0.05105517080028417
2019-10-18,8.1,19.3,5.9,0.20958048476658891,0.20958048476658891
2019-10-19,7.4,16.0,0.0,-0.09752502013387773,-0.09752502013387773
2019-10-20,10.1,20.5,0.0,0.3229638865964207,0.3229638865964207
2019-10-21,9.8,17.8,0.0,0.06963369175880096,0.06963369175880096
2019-10-22,7.3,17.6,0.0,0.05105517080028417,0.05105517080028417
2019-10-23,6.6,17.5,0.1,0.041769412876295146,0.041769412876295146
2019-10-24,10.0,17.1,0.0,0.00464037955650208,0.00464037955650208
2019-10-25,9.3,18.2,0.0,0.10683002363718612,0.10683002363718612
2019-10-26,9.9,17.6,0.0,0.05105517080028417,0.05105517080028417
2019-10-27,5.3,16.5,0.6,-0.051055170800284065,-0.051055170800284065
2019-10-28,5.1,12.2,2.4,-0.45795529072956126,-0.45795529072956126
2019-10-29,-0.1,8.8,0.0,-0.8067443582836507,-0.8067443582836507
2019-10-30,-1.6,9.9,0.0,-0.6896689161836205,-0.6896689161836205
2019-10-31,-2.7,7.5,0.0,-0.9523011693971882,-0.9523011693971882
2019-11-01,-2.4,7.0,1.2,-1.0108100852236621,-1.0108100852236621
2019-11-02,6.4,16.2,0.4,-0.07892725858967085,-0.07892725858967085
2019-11-03,7.0,12.9,4.7,-0.3900207856806909,-0.3900207856806909
2019-11-04,7.9,13.0,5.1,-0.38039147055604844,-0.38039147055604844
2019-11-05,6.9,11.2,0.8,-0.5568823010397621,-0.5568823010397621
2019-11-06,5.4,9.0,1.6,-0.7850846758856311,-0.7850846758856311
2019-11-07,5.5,11.7,0.0,-0.5071150443694553,-0.5071150443694553
2019-11-08,2.8,10.2,1.6,-0.6585416513824698,-0.6585416513824698
2019-11-09,2.8,7.6,0.5,-0.9407817518824507,-0.9407817518824507
2019-11-10,1.7,8.8,0.0,-0.8067443582836507,-0.8067443582836507
2019-11-11,0.3,7.0,0.0,-1.0108100852236621,-1.0108100852236621
2019-11-12,0.3,7.7,0.0,-0.929320232164489,-0.929320232164489
2019-11-13,1.9,6.7,0.0,-1.04669223148975,-1.04669223148975
2019-11-14,2.0,9.3,0.0,-0.7529189238598626,-0.7529189238598626
2019-11-15,3.8,9.6,0.9,-0.7211210326023514,-0.7211210326023514
2019-11-16,0.5,8.0,1.1,-0.8952713646500796,-0.8952713646500796
2019-11-17,-0.9,7.9,1.5,-0.9065661819821604,-0.9065661819821604
2019-11-18,3.6,10.7,0.8,-0.6073312609750894,-0.6073312609750894
2019-11-19,4.0,8.8,6.6,-0.8067443582836507,-0.8067443582836507
2019-11-20,4.7,6.1,0.0,-1.1203860882176704,-1.1203860882176704
2019-11-21,6.0,9.4,3.5,-0.74227986913759,-0.74227986913759
2019-11-22,6.5,10.2,0.0,-0.6585416513824698,-0.6585416513824698
2019-11-23,2.6,8.4,0.0,-0.8506146130131976,-0.8506146130131976
2019-11-24,2.5,7.0,0.0,-1.0108100852236621,-1.0108100852236621
2019-11-25,3.5,5.0,0.0,-1.2632342683626634,-1.2632342683626634
2019-11-26,3.9,8.0,0.0,-0.8952713646500796,-0.8952713646500796
2019-11-27,4.2,7.5,3.0,-0.9523011693971882,-0.9523011693971882
2019-11-28,7.3,12.5,1.5,-0.4287219702724316,-0.4287219702724316
2019-11-29,0.0,9.2,0.0,-0.7635988415105567,-0.7635988415105567
2019-11-30,-2.2,4.4,0.0,-1.3461743673304654,-1.3461743673304654
2019-12-01,0.5,3.4,0.0,-1.4941833231310755,-1.4941833231310755
2019-12-02,1.2,4.5,1.0,-1.3320728069532517,-1.3320728069532517
2019-12-03,-2.7,5.4,0.1,-1.2100151187818986,-1.2100151187818986
2019-12-04,-1.0,6.9,0.0,-1.022703325482785,-1.022703325482785
2019-12-05,-2.6,4.3,0.0,-1.3603936326877335,-1.3603936326877335
2019-12-06,-0.8,5.4,6.4,-1.2100151187818986,-1.2100151187818986
2019-12-07,5.4,9.5,0.7,-0.7316808445621883,-0.7316808445621883
2019-12-08,7.5,11.3,0.2,-0.5468767621579929,-0.5468767621579929
2019-12-09,4.7,9.5,1.9,-0.7316808445621883,-0.7316808445621883
2019-12-10,0.5,5.6,0.0,-1.1839721376192665,-1.1839721376192665
2019-12-11,0.2,4.2,1.0,-1.3747335387188149,-1.3747335387188149
2019-12-12,-0.2,3.9,0.0,-1.4185079811035455,-1.4185079811035455
2019-12-13,-0.9,3.1,0.5,-1.541384449189085,-1.541384449189085
2019-12-14,1.8,5.6,5.1,-1.1839721376192665,-1.1839721376192665
2019-12-15,1.9,9.4,1.6,-0.74227986913759,-0.74227986913759
2019-12-16,3.2,7.8,0.1,-0.9179154276011569,-0.9179154276011569
2019-12-17,2.6,11.6,0.1,-0.5170175940139119,-0.5170175940139119
2019-12-18,0.4,11.8,0.0,-0.4972367797040941,-0.4972367797040941
2019-12-19,0.6,7.3,0.0,-0.9755185660744884,-0.9755185660744884
2019-12-20,1.6,10.2,4.0,-0.6585416513824698,-0.6585416513824698
2019-12-21,0.5,9.7,0.0,-0.7105996305111716,-0.7105996305111716
2019-12-22,0.1,4.6,0.2,-1.3180861110933573,-1.3180861110933573
2019-12-23,4.5,8.2,1.4,-0.8728406149476304,-0.8728406149476304
2019-12-24,4.6,8.2,2.4,-0.8728406149476304,-0.8728406149476304
2019-12-25,3.6,5.9,0.7,-1.1455692717558807,-1.1455692717558807
2019-12-26,3.4,5.6,1.4,-1.1839721376192665,-1.1839721376192665
2019-12-27,1.2,4.1,0.1,-1.3891971207778522,-1.3891971207778522
2019-12-28,-2.7,2.2,0.0,-1.6924612482457746,-1.6924612482457746
2019-12-29,-3.8,2.0,0.0,-1.728246063505729,-1.728246063505729
2019-12-30,1.3,7.0,0.0,-1.0108100852236621,-1.0108100852236621
2019-12-31,3.5,7.4,0.0,-0.9638796946979532,-0.9638796946979532
2020-01-01,-2.8,5.0,0.0,-1.2632342683626634,-1.2632342683626634
2020-01-02,-4.1,6.2,0.0,-1.1079146813304233,-1.1079146813304233
2020-01-03,0.8,6.9,4.4,-1.022703325482785,-1.022703325482785
2020-01-04,1.7,5.6,3.0,-1.1839721376192665,-1.1839721376192665
2020-01-05,-1.4,3.6,0.0,-1.4634839998110207,-1.4634839998110207
2020-01-06,1.9,7.3,0.0,-0.9755185660744884,-0.9755185660744884
2020-01-07,-2.1,5.3,0.2,-1.2231750113098718,-1.2231750113098718
2020-01-08,3.1,8.2,1.9,-0.8728406149476304,-0.8728406149476304
2020-01-09,7.0,9.7,5.3,-0.7105996305111716,-0.7105996305111716
2020-01-10,4.5,11.2,1.7,-0.5568823010397621,-0.5568823010397621
2020-01-11,2.0,7.0,0.0,-1.0108100852236621,-1.0108100852236621
2020-01-12,0.6,6.1,0.0,-1.1203860882176704,-1.1203860882176704
2020-01-13,1.7,8.5,0.0,-0.8395758142932932,-0.8395758142932932
2020-01-14,2.1,9.9,0.0,-0.6896689161836205,-0.6896689161836205
2020-01-15,7.4,13.7,0.0,-0.31344620938791246,-0.31344620938791246
2020-01-16,1.8,11.0,0.0,-0.5769757487979035,-0.5769757487979035
2020-01-17,0.0,9.2,0.1,-0.7635988415105567,-0.7635988415105567
2020-01-18,3.1,6.9,0.1,-1.022703325482785,-1.022703325482785
2020-01-19,2.7,4.7,0.2,-1.3042115303314101,-1.3042115303314101
2020-01-20,-0.9,4.5,0.0,-1.3320728069532517,-1.3320728069532517
2020-01-21,-1.3,5.9,0.0,-1.1455692717558807,-1.1455692717558807
2020-01-22,0.2,6.0,0.0,-1.1329370312091842,-1.1329370312091842
2020-01-23,-0.7,6.5,0.0,-1.0709607573375994,-1.0709607573375994
2020-01-24,-3.2,3.9,0.0,-1.4185079811035455,-1.4185079811035455
2020-01-25,-0.4,1.4,0.0,-1.8413564103674271,-1.8413564103674271
2020-01-26,-1.7,0.5,0.0,-2.030776369698555,-2.030776369698555
2020-01-27,-0.4,8.9,3.1,-0.7958923388517882,-0.7958923388517882
2020-01-28,2.4,8.7,8.8,-0.8176416508043156,-0.8176416508043156
2020-01-29,3.0,6.2,0.7,-1.1079146813304233,-1.1079146813304233
2020-01-30,2.2,8.4,2.5,-0.8506146130131976,-0.8506146130131976
2020-01-31,6.1,11.2,0.0,-0.5568823010397621,-0.5568823010397621
2020-02-01,7.7,12.5,7.5,-0.4287219702724316,-0.4287219702724316
2020-02-02,5.4,8.7,4.6,-0.8176416508043156,-0.8176416508043156
2020-02-03,5.2,9.8,4.3,-0.7001158498760385,-0.7001158498760385
2020-02-04,3.0,6.4,1.6,-1.0832036633152646,-1.0832036633152646
2020-02-05,2.0,5.4,0.0,-1.2100151187818986,-1.2100151187818986
2020-02-06,2.2,6.1,0.1,-1.1203860882176704,-1.1203860882176704
2020-02-07,4.5,6.2,0.0,-1.1079146813304233,-1.1079146813304233
2020-02-08,0.7,8.9,0.0,-0.7958923388517882,-0.7958923388517882
2020-02-09,5.4,13.8,7.6,-0.30394259332356105,-0.30394259332356105
2020-02-10,3.4,14.0,6.2,-0.28497571085403794,-0.28497571085403794
2020-02-11,3.2,6.6,0.0,-1.058790794481438,-1.058790794481438
2020-02-12,2.8,7.0,0.0,-1.0108100852236621,-1.0108100852236621
2020-02-13,0.8,5.6,1.0,-1.1839721376192665,-1.1839721376192665
2020-02-14,0.7,5.7,1.1,-1.171084937481101,-1.171084937481101
2020-02-15,0.6,10.4,0.0,-0.6379607649926544,-0.6379607649926544
2020-02-16,7.1,15.5,1.6,-0.144100343973757,-0.144100343973757
2020-02-17,6.9,12.0,0.2,-0.4775508348811185,-0.4775508348811185
2020-02-18,4.9,8.6,0.1,-0.8285851514550497,-0.8285851514550497
2020-02-19,4.3,7.0,4.4,-1.0108100852236621,-1.0108100852236621
2020-02-20,1.0,7.5,4.9,-0.9523011693971882,-0.9523011693971882
2020-02-21,3.9,8.3,0.0,-0.8617025415897521,-0.8617025415897521
2020-02-22,5.6,12.2,1.2,-0.45795529072956126,-0.45795529072956126
2020-02-23,3.6,8.3,15.9,-0.8617025415897521,-0.8617025415897521
2020-02-24,3.4,7.6,7.0,-0.9407817518824507,-0.9407817518824507
2020-02-25,3.8,10.2,2.5,-0.6585416513824698,-0.6585416513824698
2020-02-26,1.0,4.1,4.3,-1.3891971207778522,-1.3891971207778522
2020-02-27,0.9,5.8,0.4,-1.158284620154508,-1.158284620154508
2020-02-28,0.5,8.3,3.7,-0.8617025415897521,-0.8617025415897521
2020-02-29,0.8,12.3,1.4,-0.44819005277450574,-0.44819005277450574
2020-03-01,4.2,10.4,2.7,-0.6379607649926544,-0.6379607649926544
2020-03-02,3.4,9.8,0.3,-0.7001158498760385,-0.7001158498760385
2020-03-03,2.5,6.6,0.7,-1.058790794481438,-1.058790794481438
2020-03-04,0.3,8.5,0.0,-0.8395758142932932,-0.8395758142932932
2020-03-05,-0.6,10.7,2.6,-0.6073312609750894,-0.6073312609750894
2020-03-06,3.3,6.9,5.4,-1.022703325482785,-1.022703325482785
2020-03-07,0.1,6.7,0.0,-1.04669223148975,-1.04669223148975
2020-03-08,-1.1,9.9,0.0,-0.6896689161836205,-0.6896689161836205
2020-03-09,3.3,10.9,1.5,-0.5870649037737093,-0.5870649037737093
2020-03-10,2.9,10.5,11.0,-0.6277193752374901,-0.6277193752374901
2020-03-11,7.1,12.8,2.1,-0.39966799042383855,-0.39966799042383855
2020-03-12,4.4,13.2,1.2,-0.3611845344447076,-0.3611845344447076
2020-03-13,2.7,9.5,0.0,-0.7316808445621883,-0.7316808445621883
2020-03-14,-2.9,8.3,0.0,-0.8617025415897521,-0.8617025415897521
2020-03-15,-1.2,11.9,0.0,-0.4873822305760514,-0.4873822305760514
2020-03-16,2.5,17.0,0.0,-0.004640379556502448,-0.004640379556502448
2020-03-17,2.7,15.2,0.0,-0.1721173866197129,-0.1721173866197129
2020-03-18,4.5,17.6,0.0,0.05105517080028417,0.05105517080028417
2020-03-19,7.0,14.5,0.0,-0.23777286133016876,-0.23777286133016876
2020-03-20,5.2,9.5,0.0,-0.7316808445621883,-0.7316808445621883
2020-03-21,0.2,7.4,0.0,-0.9638796946979532,-0.9638796946979532
2020-03-22,-2.5,6.5,0.0,-1.0709607573375994,-1.0709607573375994
2020-03-23,-4.4,6.7,0.0,-1.04669223148975,-1.04669223148975
2020-03-24,-4.8,8.7,0.0,-0.8176416508043156,-0.8176416508043156
2020-03-25,-2.6,11.0,0.0,-0.5769757487979035,-0.5769757487979035
